gene_name,dN,dS,omega
SLI_RS28315,0.0055,0.0045,1.2258
SLI_RS28325,0,0,0
SLI_RS28340,0.004,0.0069,0.58432
SLI_RS28345,0.00686666666666667,0.0198,NA
SLI_RS28350,0.003,0.0256,0.11689
SLI_RS28355,0.0051,0,NA
SLI_RS28360,0.0023,0,NA
SLI_RS28365,0.0063,0.0316,0.20004
SLI_RS28370,0.0057,0,NA
SLI_RS28380,0.0077,0.0027,2.89553
SLI_RS28385,0.0036,0.0007,NA
SLI_RS28395,0.0046,0.0029,1.56339
SLI_RS28400,0,0,0
SLI_RS28415,0.0024,0.0013,1.81522
SLI_RS28440,0.0035,0,NA
SLI_RS28460,0.0023,0,NA
SLI_RS28465,0.0046,0,NA
SLI_RS28480,0.0042,0,NA
SLI_RS28485,0.0038,0.0014,NA
SLI_RS28510,0,0.038,0
SLI_RS28515,0.0013,0.0137,0.09127
SLI_RS28545,0.1332,5.1835,0.02569
SLI_RS28550,0.1669,179.4306,0.00093
SLI_RS28560,0.3988,0.3026,1.31797
SLI_RS28575,0.586116666666667,109.8099,0.102193333333333
SLI_RS28595,0.20285,2.79495,0.070715
SLI_RS28600,0.1507,3.11675,0.056295
SLI_RS28610,0.2526,5.8089,0.04349
SLI_RS28615,0.1638,0.8305,0.19721
SLI_RS28625,0.46415,0.50535,0.91801
SLI_RS28630,0,0,0
SLI_RS28635,0,0.001,0
SLI_RS28660,0.0038,0,NA
SLI_RS28665,0.0085,0.0055,1.55257
SLI_RS28680,0.0086,0.0005,16.19057
SLI_RS28700,0.0024,0.0038,0.64054
SLI_RS28720,0.0048,0,NA
SLI_RS28730,0.00264,0.00048,NA
SLI_RS28735,0.00653333333333333,0.0106,0.205613333333333
SLI_RS28740,0,0,0
SLI_RS28745,0.0013,0,NA
SLI_RS28765,0.0029,0.0498,0.05766
SLI_RS28785,0.005,0.0039,1.27892
SLI_RS28790,0.00216666666666667,0,NA
SLI_RS28795,0,0,0
SLI_RS28800,0.0011,0.0066,0.1677
SLI_RS28805,0,0,0
SLI_RS28810,0.0013,0.0028,0.47265
SLI_RS28815,0.0047,0,NA
SLI_RS28820,0.00115,0.04985,0.01374
SLI_RS28825,0.0051,0.0841,0.06067
SLI_RS28835,0.0082,0.019,0.43265
SLI_RS28840,0,0.014,0
SLI_RS28845,0.0013,0.072,0.01742
SLI_RS28850,0,0.0339,0
SLI_RS28855,0,0,0
SLI_RS28860,0.00355,0.0207,1.131335
SLI_RS28865,0.0035,0,NA
SLI_RS28880,0,0,0
SLI_RS28890,0,0,0
SLI_RS28895,0.003,0.01825,NA
SLI_RS28900,0.0111,0,NA
SLI_RS28905,0.0007,0,NA
SLI_RS28910,0.0047,0.00345,NA
SLI_RS28930,0.0009,0.0029,0.29757
SLI_RS28935,0.0028,0.0243,0.11462
SLI_RS28950,0.0044,0,NA
SLI_RS28965,0.003,0.0078,0.37913
SLI_RS28970,0,0.0242,0
SLI_RS28975,0.0061,0,NA
SLI_RS28985,0.0029,0,NA
SLI_RS28995,0.0021,0.0215,0.09677
SLI_RS29000,0.00146666666666667,0,NA
SLI_RS29005,0.0007,0.0257,0.02837
SLI_RS29010,0.0078,0,NA
SLI_RS29015,0.0066,0,NA
SLI_RS29025,0.0052,0,NA
SLI_RS29030,0.0022,0.0053,0.41225
SLI_RS29035,0.0124333333333333,0.0127,0.910496666666667
SLI_RS29040,0.0077,0.0137,0.55999
SLI_RS29045,0.0015,0,NA
SLI_RS29060,0.00315,0,NA
SLI_RS29070,0.0023,0,NA
SLI_RS29080,0.00525,0.0028,NA
SLI_RS29085,0.00475,0,NA
SLI_RS29095,0.0086,0.0038,2.27923
SLI_RS29100,0.0035,0.046,0.07572
SLI_RS29105,0.0013,0.0452,0.02912
SLI_RS29110,0,0.0092,0
SLI_RS29115,0.0013,0,NA
SLI_RS29120,0,0.011,0
SLI_RS29125,0.0018,0,NA
SLI_RS29130,0.0069,0,NA
SLI_RS29140,0,0,0
SLI_RS29145,0.0031,0.0025,1.20507
SLI_RS29155,0.002375,0.001075,NA
SLI_RS29170,0,0,0
SLI_RS29175,0.0065,0.0024,2.73007
SLI_RS29180,0,0,0
SLI_RS29190,0.0022,0.0186,0.1174
SLI_RS29200,0.0012,0,NA
SLI_RS29205,0.0037,0.0031,1.20222
SLI_RS29210,0.0045,0.0033,1.35909
SLI_RS29215,0.002,0,NA
SLI_RS29220,0.0052,0,NA
SLI_RS29225,0,0.044,0
SLI_RS29230,0,0.0153,0
SLI_RS29235,0.0109,0.004,2.695
SLI_RS29245,0.0009,0.019,0.04858
SLI_RS29265,0.0026,0,NA
SLI_RS29270,0.0107,0.0079,1.35736
SLI_RS29275,0.00145,0,NA
SLI_RS29290,0.0017,0,NA
SLI_RS29295,0,0.0108,0
SLI_RS29300,0.00265,0.008,0.16405
SLI_RS29310,0.0037,0,NA
SLI_RS29315,0.00105,0.00265,0.197965
SLI_RS29325,0.0022,0,NA
SLI_RS29330,0,0.01395,0
SLI_RS29350,0.0064,0,NA
SLI_RS29360,0.0064,0,NA
SLI_RS29365,0.008,0,NA
SLI_RS29370,0.00295,0.0078,0.37027
SLI_RS29390,0.0116,0.0018,6.4343
SLI_RS29420,0,0,0
SLI_RS29425,0,0,0
SLI_RS29430,0.0016,0.0042,0.38901
SLI_RS29435,0.0012,0,NA
SLI_RS29440,0.00235,0,NA
SLI_RS29455,0.0006,0,NA
SLI_RS29470,0.0071,0,NA
SLI_RS29475,0.0032,0.0177,0.18029
SLI_RS29485,0.0015,0.0023,0.219746666666667
SLI_RS29490,0.0036,0.017,0.20962
SLI_RS29525,0,0,0
SLI_RS29530,0,0,0
SLI_RS29540,0,0,0
SLI_RS29545,0,0,0
SLI_RS29555,0,0,0
SLI_RS29565,0.0031,0.0109,0.28558
SLI_RS29570,0.0007,0.0046,0.14104
SLI_RS29575,0,0,0
SLI_RS29580,0.0018,0.0207,0.08824
SLI_RS29610,0.0007,0,NA
SLI_RS29625,0.001,0.0361,0.02733
SLI_RS29630,0.0009,0.00205,0.221705
SLI_RS29635,0.0079,0.0255,0.3113
SLI_RS29640,0.0036,0,NA
SLI_RS29645,0.0037,0.0031,1.1674
SLI_RS29650,0.005,0,NA
SLI_RS29655,0.00065,0,NA
SLI_RS29665,0.0009,0,NA
SLI_RS29670,0.00635,0,NA
SLI_RS29675,0.0006,0.00135,0.2307
SLI_RS29680,0.0015,0.028,0.05347
SLI_RS29690,0.00645,0,NA
SLI_RS29700,0.0022,0.0066,0.33379
SLI_RS29720,0.0031,0,NA
SLI_RS29725,0,0.0412,0
SLI_RS29735,0.00355,0.02235,0.46779
SLI_RS29745,0.0039,0.0147,0.26521
SLI_RS29750,0,0.0211,0
SLI_RS29765,0.0073,0,NA
SLI_RS29770,0.0197,0.0305,0.64616
SLI_RS29775,0.0044,0,NA
SLI_RS29780,0.00635,0.0055,NA
SLI_RS29785,0,0,0
SLI_RS29790,0.003,0.004,0.75558
SLI_RS29800,0.0029,0.0026,1.11297
SLI_RS29805,0.0018,0.0058,0.30712
SLI_RS29810,0.0014,0,NA
SLI_RS29820,0.0009,0.0011,0.398625
SLI_RS29825,0,0,0
SLI_RS29830,0,0,0
SLI_RS29845,0.0033,0.0023,1.41807
SLI_RS29865,0,0,0
SLI_RS29875,0.0019,0.0216,0.0899
SLI_RS29895,0,0,0
SLI_RS29905,0.0025,0.00635,0.40125
SLI_RS29950,0.0014,0,NA
SLI_RS29965,0.001625,0.012175,NA
SLI_RS29975,0,0.0022,0
SLI_RS29995,0,0.0015,0
SLI_RS30000,0.0017,0.0021,0.83178
SLI_RS30015,0,0,0
SLI_RS30020,0,0,0
SLI_RS30030,0,0,0
SLI_RS30035,0.0021,0.112,0.01863
SLI_RS30045,0.0007,0,NA
SLI_RS30055,0.0029,0,NA
SLI_RS30065,0.003,0.0256,0.11738
SLI_RS30075,0.0055,0.0035,1.58147
SLI_RS30080,0.0055,0,NA
SLI_RS30105,0.0038,0,NA
SLI_RS30130,0.0056,0.0015,3.6911
SLI_RS30140,0.0042,0,NA
SLI_RS30155,0.0053,0.0032,1.66487
SLI_RS30175,0.0015,0.0743,0.02028
SLI_RS30185,0.0009,0.0113,0.07894
SLI_RS30225,0.00265,0.00125,NA
SLI_RS30245,0.0054,0,NA
SLI_RS30270,0.0048,0,NA
SLI_RS30280,0,0,0
SLI_RS30285,0.0007,0.041,0.01628
SLI_RS30290,0,0.0425,0
SLI_RS30295,0.00205,0.0351,0.072
SLI_RS30300,0,0,0
SLI_RS30305,0.0012,0,NA
SLI_RS30315,0.0014,0.0449,0.03119
SLI_RS30320,0.0016,0.0068,0.24009
SLI_RS30325,0,0,0
SLI_RS30330,0,0,0
SLI_RS30335,0.0029,0.0085,0.16974
SLI_RS30340,0.0021,0.0475,0.04506
SLI_RS30350,0.0021,0,NA
SLI_RS30355,0,0,0
SLI_RS30365,0.0022,0,NA
SLI_RS30370,0.001975,0,NA
SLI_RS30395,0.00363333333333333,0.00216666666666667,NA
SLI_RS30400,0.0044,0.0025,1.75156
SLI_RS30410,0,0.021,0
SLI_RS30415,0.009,0,NA
SLI_RS30420,0.0071,0.0043,1.64256
SLI_RS30425,0.0026,0.1213,0.02169
SLI_RS30430,0.0112,0.0055,2.02536
SLI_RS30435,0.0012,0,NA
SLI_RS30440,0.0028,0.0209,0.13273
SLI_RS30445,0.001,0.0265,0.03954
SLI_RS30455,0.0032,0,NA
SLI_RS30460,0.0056,0,NA
SLI_RS30465,0.0041,0.0488,0.0833
SLI_RS30470,0.0033,0.0045,0.74458
SLI_RS30475,0.0053,0.00215,NA
SLI_RS30485,0.001,0.0331,0.02929
SLI_RS30490,0.00215,0.00725,0.316425
SLI_RS30495,0.000733333333333333,0.0233666666666667,0.02869
SLI_RS30505,0,0.0367,0
SLI_RS30510,0.002,0,NA
SLI_RS30515,0,0,0
SLI_RS30520,0,0.0103,0
SLI_RS30525,0.0019,0,NA
SLI_RS30530,0,0.0645,0
SLI_RS30535,0,0,0
SLI_RS30540,0.0006,0.0334,0.01939
SLI_RS30570,0.0033,0,NA
SLI_RS30580,0.0007,0,NA
SLI_RS30590,0,0.0112,0
SLI_RS30600,0.0006,0,NA
SLI_RS30605,0.0011,0,NA
SLI_RS30615,0,0.0044,0
SLI_RS30625,0.0126,0.0233,0.54045
SLI_RS30650,0,0,0
SLI_RS30660,0,0.1659,0
SLI_RS30665,0.0037,0,NA
SLI_RS30670,0,0.0378,0
SLI_RS30675,0.0027,0.0084,0.32663
SLI_RS30690,0.0038,0.0256,0.1499
SLI_RS30700,0.0034,0.0232,0.1473
SLI_RS30705,0.0037,0.0729,0.05012
SLI_RS30715,0.0034,0,NA
SLI_RS30720,0.0032,0.00556666666666667,NA
SLI_RS30725,0.00185,0,NA
SLI_RS30730,0,0.1195,0
SLI_RS30735,0.0008,0,NA
SLI_RS30740,0.0134,0.0285,NA
SLI_RS30745,0.0016,0.0018,0.91239
SLI_RS30750,0.0051,0,NA
SLI_RS30765,0.00195,0.0111,0.16834
SLI_RS30780,0.008,0.0015,NA
SLI_RS30795,0.0005,0.0043,0.10871
SLI_RS30810,0,0.0147,0
SLI_RS30815,0,0.00415,0
SLI_RS30820,0.0016,0,NA
SLI_RS30830,0.0016,0.01545,0.075345
SLI_RS30840,0.002,0,NA
SLI_RS30845,0.0075,0.0111,0.67888
SLI_RS30855,0.0073,0.0047,1.53648
SLI_RS30860,0.0027,0.0029,0.93595
SLI_RS30875,0.003,0.01,0.29649
SLI_RS30885,0.00195,0.0198,0.10215
SLI_RS30890,0,0,0
SLI_RS30895,0.0048,0,NA
SLI_RS30910,0.0046,0,NA
SLI_RS30915,0.0035,0,NA
SLI_RS30930,0.0016,0,NA
SLI_RS30935,0.0034,0.0033,1.05232
SLI_RS30945,0.0013,0.003,0.43518
SLI_RS30965,0.0027,0.0037,0.7271
SLI_RS30975,0.0041,0.0016,2.63332
SLI_RS30980,0,0.0508,0
SLI_RS30995,0.0029,0.0015,1.88267
SLI_RS31015,0.002,0.0041,0.49685
SLI_RS31030,0.0051,0.0017,3.05354
SLI_RS31050,0,0.0243,0
SLI_RS31055,0,0,0
SLI_RS31060,0,0,0
SLI_RS31065,0,0,0
SLI_RS31070,0,0,0
SLI_RS31075,0.0022,0,NA
SLI_RS31085,0.0025,0,NA
SLI_RS31100,0,0,0
SLI_RS31110,0.0019,0.0261,0.07386
SLI_RS31125,0.0027,0.0008,3.4883
SLI_RS31145,0.0024,0,NA
SLI_RS31160,0.0036,0.0423,0.66256
SLI_RS31165,0.0036,0.0344,0.10552
SLI_RS31180,0.0016,0.0198,0.07991
SLI_RS31185,0.0054,0.0095,0.57419
SLI_RS31190,0.0252,0.0329,0.76558
SLI_RS31195,0.0019,0.0181,NA
SLI_RS31200,0.0016,0.079,0.02068
SLI_RS31210,0.0095,0.0072,1.32388
SLI_RS31215,0.0078,0,NA
SLI_RS31220,0.01395,0.0042,NA
SLI_RS31225,0.0015,0.0568,0.0268
SLI_RS31230,0.02805,0.01765,2.21851
SLI_RS31240,0.0015,0.0215,0.06951
SLI_RS31245,0.0036,0,NA
SLI_RS31255,0.0013,0.0606,0.02156
SLI_RS31270,0.00195,0.01805,NA
SLI_RS31280,0.0023,0,NA
SLI_RS31285,0.0025,0.01195,0.21233
SLI_RS31290,0.0066,0.0224,0.2948
SLI_RS31295,0.0032,0,NA
SLI_RS31300,0.0084,0.005,1.69317
SLI_RS31305,0,0,0
SLI_RS31320,0.0037,0.0029,NA
SLI_RS31325,0.0154,0.0339,0.45456
SLI_RS31335,0.0035,0,NA
SLI_RS31340,0.0016,0.00726666666666667,NA
SLI_RS31350,0.0041,0.1443,0.02839
SLI_RS31370,0,0,0
SLI_RS31375,0.0052,0.0019,2.66949
SLI_RS31400,0.0006,0.0124,0.05155
SLI_RS31495,0.00445,0.0016,NA
SLI_RS31505,0.003,0,NA
SLI_RS31515,0.0026,0.0042,0.63701
SLI_RS31530,0.0021,0,NA
SLI_RS31535,0,0,0
SLI_RS31550,0.0051,0,NA
SLI_RS31555,0.0017,0,NA
SLI_RS31565,0,0,0
SLI_RS31570,0.0094,0.0034,2.79594
SLI_RS31575,0.0055,0.0188,0.29109
SLI_RS31580,0,0.0081,0
SLI_RS31585,0.0051,0,NA
SLI_RS31600,0,0.021,0
SLI_RS31610,0.0016,0.0056,0.28198
SLI_RS31615,0.0057,0.0182,0.31265
SLI_RS31620,0.0012,0.0417,0.02843
SLI_RS31625,0.0027,0.0164,0.16638
SLI_RS31635,0.0012,0.0234,0.04981
SLI_RS31640,0.0235,0,NA
SLI_RS31645,0.0054,0.0286,0.17741
SLI_RS31655,0.0012,0.0643,0.0183
SLI_RS31660,0.0034,0.0185,0.18543
SLI_RS31665,0.0147,0.0182,0.80753
SLI_RS31675,0.0024,0.002,1.16963
SLI_RS31680,0.0112,0,NA
SLI_RS31720,0.0037,0,NA
SLI_RS31725,0.0021,0.0236,0.08882
SLI_RS31730,0.01735,0.0116,2.428005
SLI_RS31735,0.0041,0.0019,2.19814
SLI_RS31745,0.0033,0.0324,0.10064
SLI_RS31755,0.007,0,NA
SLI_RS31760,0.00426666666666667,0.0288666666666667,NA
SLI_RS32060,0.0028,0.0007,2.062045
SLI_RS32065,0.0002,0.04295,0.002425
SLI_RS32070,0.0018,0,NA
SLI_RS32080,0,0.0018,0
SLI_RS32085,0.0033,0,NA
SLI_RS32090,0.00365,0,NA
SLI_RS32095,0.00455,0.0011,NA
SLI_RS32100,0.005,0.0018,2.7734
SLI_RS32115,0.0014,0.03,0.04732
SLI_RS32120,0.0027,0.02095,0.13226
SLI_RS32125,0.0012,0,NA
SLI_RS32130,0.0064,0,NA
SLI_RS32135,0,0.0182,0
SLI_RS32140,0.0035,0.0103,NA
SLI_RS32145,0.01215,0.0069,1.612435
SLI_RS32155,0.0036,0.0297,0.12152
SLI_RS32170,0.002,0.0262,0.07774
SLI_RS32190,0.0031,0.0053,0.57796
SLI_RS32195,0.0059,0.0009,6.42832
SLI_RS32210,0.00323333333333333,0.000666666666666667,NA
SLI_RS32225,0.0055,0,NA
SLI_RS32235,0.0017,0,NA
SLI_RS32245,0,0.0021,0
SLI_RS32260,0.00495,0.00425,1.383315
SLI_RS32265,0.0264,0.0105,2.50966
SLI_RS32275,0.0252,0.0045,5.55581
SLI_RS32280,0.0357,0.016,2.23628
SLI_RS32285,0.027,0.0233,1.16014
SLI_RS32290,0,0,0
SLI_RS32295,0.0011,0.0139,0.08102
SLI_RS32310,0.0045,0.0007,6.68959
SLI_RS32320,0.0042,0.0141,0.70375
SLI_RS32325,0.0052,0.0035,1.491
SLI_RS32335,0.0021,0,NA
SLI_RS32340,0.00384,0.01656,NA
SLI_RS32350,0,0.014,0
SLI_RS32355,0.00045,0,NA
SLI_RS32360,0.00105,0.0832,0.01006
SLI_RS32370,0.0017,0.0162,0.10205
SLI_RS32395,0.0006,0.0284,0.02048
SLI_RS32405,0.0112,0,NA
SLI_RS32410,0.0039,0.0001,NA
SLI_RS32415,0.00365,0.0185,0.2554
SLI_RS32420,0,0.0211,0
SLI_RS32430,0.0025,0.0012,2.16904
SLI_RS32440,0.0076,0.0039,1.91326
SLI_RS32450,0.0081,0.0091,0.89526
SLI_RS32455,0.0056,0,NA
SLI_RS32460,0.0035,0,NA
SLI_RS32470,0.00635,0.0039,NA
SLI_RS32475,0.00373333333333333,0.00916666666666667,NA
SLI_RS32480,0,0,0
SLI_RS32490,0.0011,0.0126,0.09128
SLI_RS32495,0.0101,0.00115,NA
SLI_RS32500,0.0048,0.0017,2.75385
SLI_RS32510,0.0079,0.0037,2.1285
SLI_RS32515,0.00133333333333333,0.00383333333333333,NA
SLI_RS32520,0,0,0
SLI_RS32525,0.01405,0.00655,NA
SLI_RS32530,0.0025,0,NA
SLI_RS32535,0.002,0,NA
SLI_RS32540,0.0019,0.01155,0.14899
SLI_RS32555,0.0037,0.0019,1.97593
SLI_RS32565,0.001,0,NA
SLI_RS32575,0.0035,0.0134666666666667,NA
SLI_RS32595,0.0045,0.0012,3.83254
SLI_RS32610,0,0.00385,0
SLI_RS32640,0.0018,0.03385,0.212785
SLI_RS32645,0.006,0.0015,3.9032
SLI_RS32660,0.0092,0.0003,30.10978
SLI_RS32665,0,0,0
SLI_RS32670,0.0015,0.0398,0.03866
SLI_RS32675,0,0,0
SLI_RS32680,0.0007,0.0164,0.04179
SLI_RS32695,0,0.0145,0
SLI_RS32700,0,0.0219,0
SLI_RS32705,0.0105,0.0088,1.20112
SLI_RS32710,0.0028,0.0233,0.12097
SLI_RS32715,0.00275,0,NA
SLI_RS32720,0.00803333333333333,0.00113333333333333,NA
SLI_RS32745,0.0008,0.0744,0.01022
SLI_RS32760,0.0039,0,NA
SLI_RS32775,0,0,0
SLI_RS32780,0.0007,0,NA
SLI_RS32800,0.0015,0,NA
SLI_RS32815,0,0.042,0
SLI_RS32830,0.0017,0,NA
SLI_RS32835,0.002,0,NA
SLI_RS32840,0.0085,0.0029,2.88147
SLI_RS32845,0.0043,0,NA
SLI_RS32850,0,0.002,0
SLI_RS32855,0.0038,0.0024,1.57966
SLI_RS32860,0.003,0,NA
SLI_RS32900,0.00323333333333333,0.0009,NA
SLI_RS32905,0,0.0733,0
SLI_RS32920,0,0.0211,0
SLI_RS32925,0,0.0308,0
SLI_RS32930,0.0062,0.0029,2.13448
SLI_RS32935,0.0157,0.0061,2.58903
SLI_RS32940,0.0008,0.0182,0.04594
SLI_RS32950,0.0036,0.0015,NA
SLI_RS32955,0.0018,0.0348,0.05038
SLI_RS32960,0.0045,0,NA
SLI_RS32965,0.0016,0,NA
SLI_RS32985,0.0047,0.0023,2.02041
SLI_RS32995,0.0029,0.0014,2.1091
SLI_RS33005,0.0069,0,NA
SLI_RS33010,0,0.0181,0
SLI_RS33015,0.00225,0.0014,0.808045
SLI_RS33025,0,0.0312,0
SLI_RS33035,0.0089,0.0059,1.499
SLI_RS33040,0.0074,0.0059,1.25335
SLI_RS33050,0.0047,0.0039,1.1976
SLI_RS33055,0.00065,0.0096,NA
SLI_RS33060,0,0,0
SLI_RS33065,0.0102,0.0049,2.07084
SLI_RS33070,0.0013,0.01415,0.046015
SLI_RS33075,0.0093,0.0078,NA
SLI_RS33080,0.00425,0.04545,0.20539
SLI_RS33085,0.006,0.0105,0.57518
SLI_RS33090,0.0112,0,NA
SLI_RS33100,0.0092,0.0046,2.01721
SLI_RS33110,0.0014,0,NA
SLI_RS33120,0,0,0
SLI_RS33255,0.0192,0.0166,1.15894
SLI_RS33260,0.0126,0.00295,2.143085
SLI_RS33265,0.00345,0.00385,NA
SLI_RS33270,0.0127,0,NA
SLI_RS33275,0.0015,0.0326,0.04493
SLI_RS33280,0.0117,0.0144333333333333,0.745306666666667
SLI_RS33300,0.0048,0.0126,0.38295
SLI_RS33305,0.0047,0.05,0.09341
SLI_RS33320,0.0105,0.218,0.04806
SLI_RS33340,0,0.0991,0
SLI_RS33350,0,0.0129,0
SLI_RS33355,0.00155,0.01565,0.113225
SLI_RS33365,0.0015,0,NA
SLI_RS33370,0.0008,0.0122,0.0624
SLI_RS33385,0.00255,0.016675,0.172265
SLI_RS33390,0.00055,0.003475,0.12677
SLI_RS33400,0.001,0.0302,0.03341
SLI_RS33405,0.0052,0.0013,4.01078
SLI_RS33415,0.006,0.0072,0.82383
SLI_RS33425,0.0013,0.0085,0.15548
SLI_RS33490,0,0.0113,0
SLI_RS33495,0.003,0,NA
SLI_RS33500,0,0,0
SLI_RS33525,0.0029,0.0644,0.04563
SLI_RS33540,0.0049,0.1341,NA
SLI_RS33545,0.0043,0.07115,0.048185
SLI_RS33550,0.0027,0,NA
SLI_RS33555,0.0012,0.0141,0.0861
SLI_RS33560,0.0043,0.002,2.0929
SLI_RS33575,0.001,0.0255,0.03964
SLI_RS33595,0.001,0.0083,0.12434
SLI_RS33605,0.001,0.0176,0.05403
SLI_RS33610,0.0107,0,NA
SLI_RS33615,0.0058,0.0078,0.73886
SLI_RS33620,0.003,0.0328,0.09296
SLI_RS33625,0,0,0
SLI_RS33630,0,0.0162,0
SLI_RS33635,0,0.0144,0
SLI_RS33640,0.002,0.0153,0.13166
SLI_RS33650,0.0014,0.0391,0.0356
SLI_RS33655,0,0,0
SLI_RS33660,0.00035,0.0018,0.106215
SLI_RS33665,0,0,0
SLI_RS33675,0.0025,0.0026,0.96313
SLI_RS33685,0.0136,0.0025,5.33142
SLI_RS33695,0.0257,0.0133,1.92511
SLI_RS33700,0.0015,0.0104,0.14814
SLI_RS33705,0.0018,0.0027,0.69309
SLI_RS33710,0.0217,0.0132,1.63726
SLI_RS33715,0.0022,0.0357,0.06185
SLI_RS33720,0.0057,0,NA
SLI_RS33725,0.0069,0,NA
SLI_RS33740,0.0012,0.0306,0.03988
SLI_RS33750,0,0,0
SLI_RS33755,0.0027,0,NA
SLI_RS33760,0.0014,0.0241,0.05867
SLI_RS33770,0.0027,0.0167,0.16191
SLI_RS33775,0.0118,0.0034,3.43576
SLI_RS33780,0.00786666666666667,0.0147,NA
SLI_RS33785,0,0.0201,0
SLI_RS33805,0.0051,0,NA
SLI_RS33810,0,0,0
SLI_RS33815,0.0052,0.0034,1.53802
SLI_RS33820,0.0034,0,NA
SLI_RS33825,0.0041,0.0023,1.7449
SLI_RS33830,0.0025,0,NA
SLI_RS33835,0.00155,0.00155,NA
SLI_RS33840,0.0005,0.0013,0.186475
SLI_RS33850,0.0084,0,NA
SLI_RS33860,0.0016,0.0038,0.419
SLI_RS33865,0.0047,0,NA
SLI_RS33870,0,0,0
SLI_RS33880,0.0044,0.0085,0.51563
SLI_RS33885,0.000833333333333333,0.0021,NA
SLI_RS33890,0,0.0384,0
SLI_RS33895,0.0019,0.0049,0.3863
SLI_RS33900,0,0,0
SLI_RS33905,0.0051,0.0229,NA
SLI_RS33915,0.0036,0.0085,0.42132
SLI_RS33940,0.00055,0.0214,0.04621
SLI_RS33945,0,0,0
SLI_RS33960,0.0092,0,NA
SLI_RS33970,0.0041,0,NA
SLI_RS33975,0.0185,0.0095,1.94704
SLI_RS33980,0.0248,0,NA
SLI_RS33985,0.0115,0.0034,3.40668
SLI_RS34000,0.001,0.0357,0.02855
SLI_RS34005,0,0,0
SLI_RS34010,0.0064,0.0388,0.16449
SLI_RS34020,0.0099,0.0025,4.02922
SLI_RS34030,0,0,0
SLI_RS34035,0,0,0
SLI_RS34040,0.0039,0,NA
SLI_RS34045,0.0075,0.0028,2.68019
SLI_RS34050,0,0,0
SLI_RS34055,0,0,0
SLI_RS34060,0.0142,0,NA
SLI_RS34755,0.0056,0.0032,1.75298
SLI_RS34770,0.003,0.0022,1.34644
SLI_RS34775,0.0068,0.0107,0.63608
SLI_RS34780,0.0022,0,NA
SLI_RS34785,0.0023,0.0052,NA
SLI_RS34790,0.002,0.0332,0.06107
SLI_RS34795,0.004,0.0277,0.1455
SLI_RS34800,0.004,0.0107,0.37164
SLI_RS34810,0.00175,0.05575,0.028135
SLI_RS34815,0.0014,0.0507,0.0274
SLI_RS34820,0,0,0
SLI_RS34825,0,0,0
SLI_RS34835,0,0.0069,0
SLI_RS34845,0,0.0149,0
SLI_RS34860,0.0037,0.0271,0.1374
SLI_RS34865,0.0013,0.0176,0.07364
SLI_RS34870,0,0,0
SLI_RS34875,0.0013,0,NA
SLI_RS34880,0.0047,0.0047,0.99895
SLI_RS34890,0.0029,0,NA
SLI_RS34895,0.0089,0.0145,NA
SLI_RS34900,0.0029,0.0823,0.03508
SLI_RS34910,0.0036,0.0094,0.78614
SLI_RS34920,0.0012,0.0068,0.17888
SLI_RS34930,0.0021,0.0304,0.07029
SLI_RS34960,0.0022,0,NA
SLI_RS34970,0.0114,0.0167,0.67948
SLI_RS34975,0.0018,0.024,0.0735
SLI_RS34980,0.0027,0.1024,0.02682
SLI_RS34995,0,0.0272,0
SLI_RS35000,0.0007,0.0255,0.0293
SLI_RS35005,0,0.0348,0
SLI_RS35015,0.0031,0.0069,0.455195
SLI_RS35020,0.00415,0.00135,NA
SLI_RS35030,0,0,0
SLI_RS35040,0,0.0029,0
SLI_RS35050,0,0.0126,0
SLI_RS35055,0.0024,0,NA
SLI_RS35060,0,0.0464,0
SLI_RS35070,0,0.0425,0
SLI_RS35075,0.0018,0.0274,0.06526
SLI_RS35090,0.0028,0.0334,0.08381
SLI_RS35110,0.0071,0.0019,3.65052
SLI_RS35130,0.0045,0.003,1.51149
SLI_RS35135,0.0052,0.0058,0.89445
SLI_RS35140,0.0041,0.00905,NA
SLI_RS35150,0,0.0098,0
SLI_RS35155,0.00526666666666667,0.0022,3.17880333333333
SLI_RS35170,0.0014,0.0404,0.03517
SLI_RS35175,0.0073,0.0046,1.57897
SLI_RS35195,0,0,0
SLI_RS35205,0.001,0.0014,0.71564
SLI_RS35240,0,0.0054,0
SLI_RS35245,0.004,0,NA
SLI_RS35250,0,0.0067,0
SLI_RS35260,0,0,0
SLI_RS35265,0.00075,0,NA
SLI_RS35270,0.0014,0,NA
SLI_RS35285,0.0028,0.0594,0.04677
SLI_RS35290,0.0018,0,NA
SLI_RS35295,0,0.0471,0
SLI_RS35300,0,0.038,0
SLI_RS35305,0,0.0403,0
SLI_RS35310,0.0016,0.053,0.03054
SLI_RS35315,0.00223333333333333,0.0016,NA
SLI_RS35330,0,0.00625,0
SLI_RS35340,0.0052,0.0061,0.85492
SLI_RS35350,0.0048,0.00015,NA
SLI_RS35355,0.0012,0.0249,0.04672
SLI_RS35360,0.005,0,NA
SLI_RS35365,0.0038,0.065,0.05772
SLI_RS35370,0,0.0167,0
SLI_RS35380,0.00805,0.00225,NA
SLI_RS35385,0.0006,0.0026,0.22481
SLI_RS35395,0.0016,0.0119,0.13681
SLI_RS35410,0,0,0
SLI_RS35425,0,0.0499,0
